name,status,Usage
Waterline Data Science,operating,Public
Wineverse,operating,Private
Duokan.com,operating,Private
JoKno,operating,Private
Toura,operating,Private
Evolution Mobile Platform,operating,Private
VIP Cinema Seating,operating,Public
CLEAN CORP JANITORIAL,operating,Public
Qosmos,operating,Private
Nuenz,operating,Public
Synereca Pharmaceuticals,operating,Public
Coolan,operating,Private
Orbotics,operating,Private
Qual Canal,operating,Public
Amaranth Medical,operating,Public
BeneChill,operating,Private
Direct Allergy,operating,Private
Pathway Medical Technologies,operating,Public
GeoGRAFI,operating,Public
Outernet,operating,Private
Filament,operating,Public
Sweeten,operating,Public
My Mobile Watchdog,operating,Public
Avito.ru,operating,Public
Zaker,closed,Public
Sugar Free Media,operating,Public
Fillm,operating,Private
Xwalker,operating,Public
Spry,closed,Private
Oxxon Therapeutics,operating,Public
Cambridge Devices,closed,Private
VHSquared,operating,Public
Beijing Buding Fangzhou Science and Technology,operating,Private
Shaanxi Join Innovation Technology,operating,Private
Paktor,operating,Public
Biospect,operating,Public
Kewego,operating,Public
TheInfoPro,operating,Private
Endaga,operating,Public
PhotoUp,operating,Private
GoMetro,operating,Public
GameLayers,closed,Private
Club Motor Estates of Richfield,operating,Private
SourceTrace Systems,operating,Public
Asia Dairy Fab,operating,Private
Qt Software,operating,Private
Aerovance,closed,Private
Capture Media,operating,Public
Regent Education,operating,Private
BridgePoint Medical,operating,Private
KyePot,operating,Private
bigtruck brand,operating,Public
PathGroup,operating,Public
Xenon Arc,operating,Private
Imbera Electronics,operating,Public
RelateIQ,operating,Public
"Boomerang Financial, inc.",operating,Public
I2 TELECOM INTERNATIONA,operating,Private
Talko,operating,Private
Cockroach Labs,operating,Private
Glokalise,operating,Private
Apparity,operating,Public
auctionPAL,operating,Private
CombiMatrix,operating,Public
Opsona,operating,Private
MOBI Wireless Management,operating,Private
CashCashPinoy,operating,Private
WaveDeck,operating,Private
CAPE Technologies,operating,Private
Ayrstone Productivity,operating,Private
Tabfoundry,operating,Public
Green Plug,operating,Private
Paypersocial Ltd,operating,Private
NexImmune,operating,Public
MapHazardly,operating,Private
Handpick,operating,Public
Medical Image Mining Laboratories,operating,Private
Moja Outdoors,operating,Private
Mesmo.tv,operating,Public
Koala Databank,closed,Private
Money Transfer System IndiGoShare,operating,Private
LyricFind,operating,Public
The Other Guys,operating,Private
hellocasa,closed,Public
Choxi.com Inc. (formerly Nomorerack),operating,Private
Llesiant,operating,Public
GreenFuelsUSA,operating,Public
Suja Juice,operating,Public
Arkami,operating,Public
Crowdberry,closed,Public
Paltalk,operating,Public
Cauli Rice,operating,Public
TRELORA,operating,Private
Tudor Ice Company,operating,Public
The Pool - Entrepreneurship Club,operating,Public
Fayettechill Clothing Company,operating,Private
Looking Glass,operating,Private
Infinite Wealth Creations,operating,Public
Infinetics Technologies,operating,Private
Tradeworks.io,operating,Public
Lazarus Therapeutics,closed,Private
Computerlogy,operating,Public
72xuan,operating,Private
Oxlo Systems,operating,Private
SimpleTuition,operating,Public
Numotion,operating,Private
Phronesis Techne,operating,Private
Shop2,operating,Private
Number 1 Products and Services,operating,Private
Policard,operating,Public
Digna Biotech,operating,Private
c-LEcta,operating,Private
SoMuchMore,closed,Private
RiseHealth,operating,Private
Team8,operating,Private
Qubole,operating,Private
OpenFin,operating,Private
Film Fresh,operating,Private
Getyoo,operating,Public
Mobiquity Technologies,operating,Private
The Treeline Company,operating,Public
Ubidata,operating,Public
1 of 99,operating,Public
RayDyne Energy,operating,Private
MyTraining.pro,operating,Private
Starpoint Health,operating,Public
Fundz,operating,Public
Moonlighting,operating,Private
ShareMagnet,operating,Private
C-Note,operating,Private
Bright Power,operating,Private
Boldomatic SA,operating,Public
PushToTest,operating,Private
enexion GmbH,operating,Private
GoPro,operating,Public
Bueda,closed,Public
Miromatrix Medical,operating,Public
RivalHealth,operating,Public
YallaStay,operating,Private
Spotwise,operating,Public
Airship Ventures,closed,Public
Page Mage,operating,Private
MTailor,operating,Private
Ads4books,operating,Public
Arte Manifiesto,operating,Public
Instapagar,closed,Public
MobiTX,operating,Private
Datawiz.io,operating,Public
Mempile,closed,Public
iCents.net,operating,Private
Strikeface,operating,Public
Shanon,operating,Private
WudStay,operating,Public
"Social Media Gateways, Inc.",operating,Private
Vivogig,operating,Public
Manomasa,operating,Public
Desalitech,operating,Private
Cerac,operating,Private
Vixlet,operating,Public
NanoVelos,operating,Private
Endoart,operating,Private
Telogis,operating,Public
Big Fuel,operating,Private
Ascenz,operating,Public
CityFALCON,operating,Public
Tip Network,operating,Public
Rollbar,operating,Public
SAS Sistema de Ensino,operating,Private
MakieLab,operating,Private
Gaia Herbs,operating,Public
Quova,operating,Public
Evoz,operating,Private
Alphonso Inc,operating,Public
Mobi Tech International,operating,Private
First Data Corporation,operating,Public
Interactive TKO,operating,Public
TaKaDu,operating,Private
LaunchCode,operating,Public
Bigpoint,operating,Private
Biowater Technology,operating,Public
Petflow,operating,Public
Denali Therapeutics,operating,Public
"SKKY, Inc.",operating,Public
6th Wave Innovations Corporation,operating,Public
Inter-Grosshandel GmbH,operating,Private
Shepherd Intelligent Systems,operating,Private
ROME Corporation,operating,Public
SafetyWeb,operating,Private
MaxVision,operating,Private
Gearbox Software,operating,Private
Arxxus,operating,Private
ListRunner,operating,Public
Fashwell AG,operating,Private
Green Graphix,operating,Private
StopLight,operating,Public
UGAME,closed,Private
YouPic,operating,Private
SimulScribe,closed,Public
DioGenix,operating,Private
myMedScore,operating,Public
Kunerango,operating,Public
TensorComm,operating,Public
G-volution,operating,Public
Graphicly,operating,Private
Transpose,operating,Private
StockStreams,operating,Private
Vayyar,operating,Public
Nine Iron Innovations,operating,Private
StarMaker Interactive,operating,Public
Glamorous Travel,operating,Private
FeetMe,operating,Private
SurfAir,operating,Public
Eyelation,operating,Private
Bitstrips,operating,Public
Pulsant,operating,Public
Starboard Storage Systems,closed,Private
Vuv Analytics,operating,Private
Active-Semi,operating,Private
Tessella,operating,Public
YouMail,operating,Public
OrthogenRx,operating,Private
Cool Earth Solar,operating,Public
MoPub,operating,Private
Nifty After Fifty,operating,Public
food.de,operating,Public
Chrome Capital Group,closed,Public
ELARA Pharmaceuticals,operating,Public
Borrego Solar Systems,operating,Private
EzyInsights,operating,Public
HaulerDeals,operating,Public
iSocket Systems,operating,Public
Super Technologies Inc.,operating,Private
Egnyte,operating,Public
Mealtek,operating,Private
Trippin In,operating,Private
Netsocket,operating,Public
Warp Drive Bio,operating,Public
CostPrize,operating,Private
RETAIL PRO,operating,Public
GWC,operating,Public
Intellitactics,operating,Private
Asyncode Limited,operating,Private
Crowdway,operating,Private
SignalPoint Communications,operating,Private
FreeBrie,operating,Public
AdStage,operating,Private
MDG Medical,operating,Public
Factery,closed,Private
PointRight,closed,Private
IntelliRisk Management,closed,Private
Big Frame,operating,Public
Openbucks,operating,Public
NextLevel Health,operating,Public
Mission Markets,operating,Public
JAMR Labs,operating,Public
CITIC Information Development,operating,Public
Internet Commerce Corporation,operating,Public
CustomerXPs Software,operating,Public
Emerald Logic,operating,Public
NCT Corporation,operating,Public
Chiral Quest,operating,Public
Triggerfox Corporation,operating,Private
Trending.Info,operating,Public
Fitting Room Social,operating,Public
Clovis Oncology,operating,Public
Scalable Display Technologies,operating,Private
People Over Pixels,closed,Private
Apprl,operating,Private
HiringThing,operating,Private
Kiddify,operating,Public
teextee,closed,Public
Videregen,operating,Public
nLIGHT Corp.,operating,Public
PLUX,operating,Public
DesignMyNight,operating,Private
United Dogs and Cats,closed,Private
Benbria,operating,Public
Fisher Coachworks,operating,Private
Santh CleanEnergy Microgrid,operating,Private
FabTask,operating,Public
SKACE,operating,Public
Kytera,operating,Private
RetailMLS,operating,Private
UK-EastLondon-Asian. Inc,closed,Public
RADEUM,operating,Public
Provision Diagnostic Imaging,operating,Public
Bizible,operating,Private
Frensenius Vascular Care,operating,Public
Glimpse,operating,Public
Imagimod,closed,Public
DE Spirits,operating,Public
Renewable Funding,operating,Public
Cardiac Systemz,operating,Public
Jianshu,operating,Private
Pelican Renewables,operating,Private
Home61,operating,Public
iTraff Technology,operating,Private
Kutoto,operating,Private
Easydiagnosis,operating,Private
ADMA Biologics,operating,Private
Kaymu,operating,Private
ProPublica,operating,Private
Mayi Zhaopin,operating,Public
Ganipara,operating,Public
Salient Surgical Technologies,operating,Private
"GreenPeptide Co.,Ltd.",operating,Public
Applied solar Technologies,operating,Private
US Shuttle of Boston,closed,Public
ConnectEdu,operating,Private
Technical Sales International,operating,Private
VikPik,operating,Private
Jimmy Fairly,operating,Public
Access Media 3,operating,Public
Open Drives,operating,Public
Nu-Pulse,operating,Private
Superfish,operating,Private
myAchy,closed,Public
Intelligence Architects,operating,Private
Prefound,closed,Private
China Medicine Corporation,operating,Private
"Givella, LLC",closed,Public
Lumicell,operating,Private
MAINtag,operating,Private
LogicStream Health,operating,Public
Avior Computing,operating,Private
BLiNQ Media,closed,Public
Kitchit,operating,Public
Sound Surgical Technologies,operating,Private
LMI-Vet,operating,Private
Chatwala,operating,Public
Byliner,operating,Public
Foodpanda,operating,Private
MiniBrake,operating,Private
NFi Studios,operating,Public
THERAVECTYS,operating,Private
MaMaMedia.com,operating,Private
Palmetto Veterinary Associates,operating,Public
AgileSource,operating,Public
Mr.Snow,operating,Public
NuPark,operating,Public
Perk,operating,Private
Fonteva,operating,Private
"Power Supply Collective, Inc.",operating,Private
Valet,closed,Public
Liztic LLC,operating,Private
U.S. Photonics,operating,Public
XenoOne,closed,Public
LSQ.io,operating,Private
eCullet,operating,Private
Healthcare IT,operating,Private
Snaptu,operating,Private
GiveNext,operating,Private
S B E,operating,Private
Midverse Studios,operating,Private
CartHook,operating,Public
"Samesurf, Inc.",operating,Private
NHK World,operating,Public
Tugg,operating,Private
Qteros,operating,Private
Book A Boat,operating,Public
myStride,operating,Public
NovoDynamics,operating,Public
Zdorovio,operating,Public
Hoteles y Clubs de Vacaciones SA,operating,Public
Hathaway Renewable Energy,operating,Public
Runic Games,operating,Private
DocRun,operating,Private
Lixte Biotechnology Holdings,operating,Private
Disease Diagnostic Group,operating,Private
Beam Suntory,operating,Private
Walls Holding,operating,Private
Xtellus,operating,Public
e994,closed,Private
Naiscorp Information Technology Services,operating,Public
TrustaFact,operating,Private
Bloom & Wild,operating,Private
Green Leaf Children,operating,Public
Mill Creek Life Sciences,operating,Private
Droid system master,operating,Public
Marc & Spring,operating,Private
Hover 3D,operating,Public
MRxonline,operating,Public
Ways to Wellness,operating,Private
Movellas,operating,Private
EcoVadis,operating,Private
WellnessFX,operating,Private
Wazzap,operating,Public
Xevo,operating,Public
Bquate,operating,Public
Sanlorenzo,operating,Private
PLC Systems,operating,Public
GOOD,closed,Public
Kingnaru Entertainment,operating,Public
SSP Europe,operating,Public
Spinal Restoration,operating,Private
Remitly,operating,Private
Everimaging Technology,operating,Public
RunSignUp.com,operating,Private
Alliance of Angels,operating,Public
iDiscount Ltd,operating,Public
Knoware,closed,Public
kenxus,operating,Public
Enxue.com,operating,Private
Open Harbor,operating,Private
Advanced Inquiry Systems Inc.,operating,Public
Choose Energy,operating,Private
BinWise,operating,Public
Kuehnle Agrosystems,operating,Private
Gaston Labs,closed,Private
PWRF,operating,Public
Darby Smart,closed,Public
Somna Therapeutics,operating,Private
Springlane GmbH,operating,Public
Qwiki,operating,Public
CrowdClock,operating,Private
Kigo,operating,Public
wrkbench.io,operating,Private
Dwellxchange Inc.,closed,Public
Maiden Media Group,closed,Private
Lab Sensor Solutions,operating,Private
Loaded Pocket,operating,Private
CGI Pharmaceuticals,operating,Public
Upverter,operating,Public
"Safe Trade International, LLC",operating,Public
"DataScience, Inc.",operating,Private
Structured Polymers,operating,Private
Unite Technologies,operating,Private
Pelago,operating,Public
Medgenome Labs,operating,Private
Ludium Lab,operating,Private
Kada Systems,closed,Public
Pop Products,closed,Public
ONE Change,operating,Public
Energy Curb,operating,Public
Brighton Biotech,operating,Private
NeoZeo,operating,Public
Dapper,operating,Public
Applika,operating,Private
Upclique,closed,Public
xzoops,operating,Private
ImpactGames,operating,Private
Imonomi,operating,Public
Ecosphere Technologies,operating,Public
